From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C28 C162 44.395 19.596 24.799 00:26:38
C28 C163 8.408 0 8.408 00:07:59
C28 C164 25.195 0 25.195 00:15:36
C28 C165 13.255 0 13.255 00:10:32
C28 C166 37.175 12.376 24.799 00:22:21
C28 C167 44.225 11.057 33.168 00:24:57
C28 C168 43.334 0 43.334 00:25:15
C28 C169 49.172 0 49.172 00:28:08
C28 C170 46.608 2.234 44.374 00:29:09
C28 C171 43.893 0 43.893 00:25:35
C28 C172 40.922 2.234 38.688 00:25:34
C28 C173 24.453 0 24.453 00:15:34
C28 C174 32.717 7.918 24.799 00:19:37
C28 C175 37.054 12.255 24.799 00:22:27
C28 C176 40.82 16.021 24.799 00:24:32
C28 C177 47.245 22.446 24.799 00:28:29
C28 C178 50.325 0 50.325 00:28:50
C28 C179 41.357 16.558 24.799 00:25:01
C28 C180 6.192 0 6.192 00:06:24
C28 C181 20.532 0 20.532 00:15:19
C28 C182 19.04 0 19.04 00:12:40
C28 C183 55.844 14.114 41.73 00:33:48
C28 C184 17.971 0 17.971 00:13:58
C28 C185 17.363 0 17.363 00:13:01
C28 C186 22.935 0 22.935 00:20:58
C28 C187 27.349 0 27.349 00:16:43
C28 C188 44.493 2.234 42.259 00:26:27
C28 C189 56.048 9.087 46.961 00:31:03
C28 C190 50.329 25.53 24.799 00:31:10
C28 C191 51.24 26.441 24.799 00:31:15
C28 C192 35.187 10.388 24.799 00:21:26
C29 D0 33.7 2.225 31.475 00:17:37
C29 C1 17.34 3.643 13.697 00:11:03
C29 C2 22.526 2.225 20.301 00:11:43
C29 C3 28.107 16.222 11.885 00:16:56
C29 C4 27.07 15.185 11.885 00:16:41
C29 C5 18.066 6.643 11.423 00:11:03
C29 C6 20.635 8.75 11.885 00:12:23
C29 C7 17.931 2.985 14.946 00:10:46
C29 C8 18.201 0 18.201 00:10:37
C29 C9 33.86 2.225 31.635 00:18:52
C29 C10 19.708 4.686 15.022 00:12:27
C29 C11 46.967 2.225 44.742 00:24:07
C29 C12 16.11 4.922 11.188 00:10:19
C29 C13 16.035 0 16.035 00:11:07
C29 C14 29.627 13.071 16.556 00:18:16
C29 C15 5.563 0 5.563 00:04:04
C29 C16 42.298 2.225 40.073 00:23:41
C29 C17 23.747 8.332 15.415 00:14:21
C29 C18 17.708 5.823 11.885 00:10:37
C29 C19 31.826 13.942 17.884 00:20:12
C29 C20 34.58 2.225 32.355 00:18:53
C29 C21 23.243 3.831 19.412 00:14:19
C29 C22 37.334 17.951 19.383 00:22:24
C29 C23 32.604 17.506 15.098 00:19:34
C29 C24 22.821 0 22.821 00:13:42
C29 C25 23.297 11.412 11.885 00:14:00
C29 C26 48.569 20.628 27.941 00:27:56
C29 C27 16.339 1.317 15.022 00:10:07
C29 C28 47.152 2.225 44.927 00:26:56
C29 C29 0 0 0 00:00:00
C29 C30 21.561 10.373 11.188 00:13:34
C29 C31 31.456 2.225 29.231 00:17:55
C29 C32 23.358 9.766 13.592 00:14:43
C29 C33 34.659 15.1 19.559 00:20:24
C29 C34 47.76 20.628 27.132 00:28:10
C29 C35 12.394 0 12.394 00:07:38
C29 C36 28.127 16.242 11.885 00:16:54
C29 C37 40.627 16.425 24.202 00:24:23
C29 C38 10.553 0 10.553 00:06:20
C29 C39 28.025 16.14 11.885 00:16:49
C29 C40 24.741 2.225 22.516 00:12:44
C29 C41 11.608 0 11.608 00:06:57
C29 C42 41.882 2.225 39.657 00:23:47
C29 C43 15.276 0 15.276 00:09:36
C29 C44 36.117 2.225 33.892 00:19:49
C29 C45 40.399 20.628 19.771 00:24:24
C29 C46 20.473 5.527 14.946 00:12:26
C29 C47 35.638 2.225 33.413 00:19:31
C29 C48 15.451 3.566 11.885 00:09:24
C29 C49 30.695 0 30.695 00:17:22
C29 C50 29.519 14.714 14.805 00:18:46
C29 C51 21.855 9.97 11.885 00:13:08
C29 C52 33.434 2.225 31.209 00:17:45
C29 C53 21.906 10.021 11.885 00:13:09
C29 C54 14.302 0 14.302 00:08:53
C29 C55 17.53 2.508 15.022 00:10:39
C29 C56 47.699 20.628 27.071 00:27:25
C29 C57 45.436 20.628 24.808 00:26:52
C29 C58 24.919 10.612 14.307 00:15:32
C29 C59 28.045 9.26 18.785 00:17:01
C29 C60 47.039 20.628 26.411 00:27:03
C29 C61 14.878 0 14.878 00:08:44
C29 C62 13.201 0 13.201 00:07:55
C29 C63 39.556 20.628 18.928 00:23:45
C29 C64 26.805 3.389 23.416 00:14:59
C29 C65 20.772 8.887 11.885 00:12:28
C29 C66 45.059 2.225 42.834 00:23:27
C29 C67 41.475 20.628 20.847 00:24:53
C29 C68 37.575 2.225 35.35 00:20:23
C29 C69 33.612 2.225 31.387 00:18:00
C29 C70 44.411 15.1 29.311 00:24:57
C29 C71 45.381 2.225 43.156 00:23:33
C29 C72 24.269 0 24.269 00:15:18
C29 C73 37.714 17.951 19.763 00:22:44
C29 C74 10.076 0 10.076 00:06:10
C29 C75 16.309 2.612 13.697 00:10:05
C29 C76 28.053 2.225 25.828 00:15:16
C29 C77 10.936 0 10.936 00:06:33
C29 C78 32.845 2.225 30.62 00:18:43
C29 C79 40.933 2.225 38.708 00:23:14
C29 C80 26.023 8.332 17.691 00:16:03
C29 C81 6.28 0 6.28 00:04:43
C29 C82 26.912 14.315 12.597 00:16:36
C29 C83 13.302 0 13.302 00:08:13
C29 C84 21.04 6.094 14.946 00:12:38
C29 C85 25.878 3.389 22.489 00:14:26
C29 C86 46.229 20.628 25.601 00:26:32
C29 C87 14.166 3.373 10.793 00:08:39
C29 C88 39.495 17.951 21.544 00:24:31
C29 C89 32.43 2.225 30.205 00:20:12
C29 C90 20.961 9.076 11.885 00:13:07
C29 C91 25.15 0 25.15 00:15:05
C29 C92 11.044 0 11.044 00:06:27
C29 C93 17.681 2.659 15.022 00:11:09
C29 C94 12.627 0 12.627 00:07:46
C29 C95 46.454 2.225 44.229 00:23:55
C29 C96 18.876 6.991 11.885 00:11:26
C29 C97 14.244 3.451 10.793 00:10:09
C29 C98 34.041 3.389 30.652 00:19:19
C29 C99 18.391 0 18.391 00:11:30
C29 C100 17.272 5.387 11.885 00:10:22
C29 C101 14.246 3.058 11.188 00:09:16
C29 C102 24.066 0 24.066 00:14:33
C29 C103 35.519 13.071 22.448 00:21:29
C29 C104 20.425 8.54 11.885 00:12:48
C29 C105 39.812 2.225 37.587 00:22:02
C29 C106 17.825 7.032 10.793 00:10:58
C29 C107 22.027 10.142 11.885 00:13:13
C29 C108 21.094 9.209 11.885 00:12:39
C29 C109 29.736 14.714 15.022 00:18:25
C29 C110 31.585 19.7 11.885 00:19:34
C29 C111 33.341 17.973 15.368 00:20:16
C29 C112 16.012 4.127 11.885 00:09:52
C29 C113 16.012 4.127 11.885 00:09:52
C29 C114 23.444 11.559 11.885 00:14:39
C29 C115 24.044 9.073 14.971 00:15:56
C29 C116 34.204 15.1 19.104 00:20:08
C29 C117 24.172 12.984 11.188 00:15:01
C29 C118 27.176 2.225 24.951 00:14:44
C29 C119 28.806 13.071 15.735 00:18:01
C29 C120 29.924 9.766 20.158 00:18:26
C29 C121 23.118 0 23.118 00:14:15
C29 C122 29.535 2.225 27.31 00:15:20
C29 C123 38.009 2.225 35.784 00:20:52
C29 C124 10.773 0 10.773 00:06:27
C29 C125 7.612 0 7.612 00:05:01
C29 C126 30.135 2.225 27.91 00:18:05
C29 C127 15.661 0 15.661 00:09:06
C29 C128 41.745 17.951 23.794 00:25:03
C29 C129 25.216 2.225 22.991 00:13:34
C29 C130 40.513 13.071 27.442 00:24:29
C29 C131 47.684 2.225 45.459 00:25:22
C29 C132 38.47 14.81 23.66 00:22:07
C29 C133 31.864 2.225 29.639 00:17:59
C29 C134 34.027 2.225 31.802 00:18:55
C29 C135 28.806 13.071 15.735 00:18:01
C29 C136 35.665 3.389 32.276 00:20:34
C29 C137 24.231 6.919 17.312 00:14:33
C29 C138 25.326 14.138 11.188 00:15:41
C29 C139 27.439 9.766 17.673 00:16:57
C29 C140 25.873 13.988 11.885 00:15:31
C29 C141 23.649 11.764 11.885 00:14:11
C29 C142 46.149 2.225 43.924 00:34:36
C29 C143 47.798 20.628 27.17 00:27:38
C29 C144 11.599 0 11.599 00:07:29
C29 C145 23.404 11.519 11.885 00:14:03
C29 C146 33.16 13.942 19.218 00:20:47
C29 C147 20.39 0 20.39 00:12:14
C29 C148 21.314 6.368 14.946 00:13:25
C29 C149 29.755 2.225 27.53 00:16:57
C29 C150 10.203 0 10.203 00:06:07
C29 C151 17.367 5.482 11.885 00:11:00
C29 C152 53.091 20.628 32.463 00:31:05
C29 C153 48.107 2.225 45.882 00:25:23
C29 C154 14.652 2.767 11.885 00:08:47
C29 C155 14.983 3.795 11.188 00:09:33
C29 C156 26.118 14.93 11.188 00:16:09
C29 C157 19.273 7.388 11.885 00:11:51
C29 C158 7.798 0 7.798 00:05:43
C29 C159 33.908 2.225 31.683 00:18:59
C29 C160 25.46 13.575 11.885 00:15:21
C29 C161 9.854 0 9.854 00:05:55
C29 C162 17.763 4.066 13.697 00:10:46
C29 C163 40.067 2.225 37.842 00:22:00
C29 C164 25.991 2.225 23.766 00:14:01
C29 C165 42.731 2.225 40.506 00:23:47
C29 C166 19.534 7.649 11.885 00:11:48
C29 C167 34.355 18.984 15.371 00:20:59
C29 C168 39.538 20.528 19.01 00:23:54
C29 C169 44.425 20.628 23.797 00:26:16
C29 C170 2.714 0 2.714 00:04:21
C29 C171 37.448 20.528 16.92 00:22:38
C29 C172 10.031 0 10.031 00:08:03
C29 C173 28.912 2.225 26.687 00:15:20
C29 C174 20.187 8.302 11.885 00:12:07
C29 C175 21.38 9.495 11.885 00:13:09
C29 C176 17.77 2.748 15.022 00:10:51
C29 C177 25.516 11.209 14.307 00:15:56
C29 C178 48.344 20.628 27.716 00:27:48
C29 C179 23.086 11.201 11.885 00:13:52
C29 C180 42.842 2.225 40.617 00:22:01
C29 C181 37.367 3.389 33.978 00:21:27
C29 C182 29.299 2.225 27.074 00:15:47
C29 C183 17.78 0 17.78 00:10:49
C29 C184 38.995 3.389 35.606 00:22:36
C29 C185 36.381 2.225 34.156 00:19:26
C29 C186 40.287 2.225 38.062 00:25:54
C29 C187 32.878 3.389 29.489 00:18:37
C29 C188 16.413 0 16.413 00:10:23
C29 C189 39.012 13.071 25.941 00:23:52
C29 C190 14.504 3.711 10.793 00:09:45
C29 C191 16.357 5.564 10.793 00:10:11
C29 C192 18.243 6.358 11.885 00:11:22
C30 D0 24.837 18.688 6.149 00:14:47
C30 C1 6.189 6.189 0 00:04:09
C30 C2 25.907 24.215 1.692 00:15:40
C30 C3 10.323 8.29 2.033 00:06:25
C30 C4 15.164 13.131 2.033 00:09:45
C30 C5 8.074 8.074 0 00:05:08
C30 C6 9.816 9.816 0 00:06:02
C30 C7 19.798 19.798 0 00:12:06
C30 C8 22.686 13.29 9.396 00:14:10
C30 C9 28.461 18.688 9.773 00:17:54
C30 C10 3.198 3.198 0 00:02:33
C30 C11 45.791 21.33 24.461 00:25:13
C30 C12 5.975 5.975 0 00:03:53
C30 C13 32.234 9.112 23.122 00:20:44
C30 C14 8.268 3.997 4.271 00:05:36
C30 C15 20.41 9.112 11.298 00:12:54
C30 C16 41.122 21.33 19.792 00:24:48
C30 C17 20.316 16.444 3.872 00:12:32
C30 C18 16.112 16.112 0 00:09:53
C30 C19 10.787 4.091 6.696 00:07:14
C30 C20 31.323 18.688 12.635 00:18:52
C30 C21 24.277 21.33 2.947 00:15:02
C30 C22 24.459 13.441 11.018 00:14:49
C30 C23 20.639 13.433 7.206 00:12:32
C30 C24 19.161 3.145 16.016 00:10:39
C30 C25 15.324 15.324 0 00:09:21
C30 C26 27.185 9.91 17.275 00:15:18
C30 C27 6.964 6.964 0 00:04:34
C30 C28 45.976 21.33 24.646 00:28:02
C30 C29 20.775 10.3 10.475 00:12:43
C30 C30 0 0 0 00:00:00
C30 C31 32.184 21.33 10.854 00:20:08
C30 C32 4.77 3.145 1.625 00:03:13
C30 C33 18.398 10.271 8.127 00:11:11
C30 C34 26.376 9.91 16.466 00:15:31
C30 C35 11.372 9.112 2.26 00:07:19
C30 C36 16.61 13.09 3.52 00:10:07
C30 C37 25.999 9.248 16.751 00:15:45
C30 C38 13.804 10.3 3.504 00:08:52
C30 C39 19.979 19.979 0 00:12:14
C30 C40 24.789 21.33 3.459 00:15:11
C30 C41 24.286 9.112 15.174 00:14:42
C30 C42 40.428 18.688 21.74 00:24:36
C30 C43 14.15 10.071 4.079 00:09:33
C30 C44 32.86 18.688 14.172 00:19:47
C30 C45 19.89 9.971 9.919 00:12:14
C30 C46 17.83 17.83 0 00:11:21
C30 C47 32.381 18.688 13.693 00:19:30
C30 C48 10.401 10.401 0 00:06:30
C30 C49 14.305 3.145 11.16 00:08:45
C30 C50 21.51 18.59 2.92 00:14:12
C30 C51 9.506 9.506 0 00:05:52
C30 C52 24.383 18.688 5.695 00:14:38
C30 C53 5.307 5.307 0 00:03:20
C30 C54 16.119 13.29 2.829 00:10:16
C30 C55 6.838 6.838 0 00:04:36
C30 C56 26.315 9.91 16.405 00:14:47
C30 C57 24.052 9.91 14.142 00:14:14
C30 C58 4.905 3.991 0.914 00:03:10
C30 C59 22.352 16.444 5.908 00:13:51
C30 C60 25.655 9.91 15.745 00:14:25
C30 C61 22.527 13.52 9.007 00:14:02
C30 C62 20.108 13.29 6.818 00:12:17
C30 C63 19.047 9.971 9.076 00:11:35
C30 C64 30.012 25.205 4.807 00:18:13
C30 C65 11.361 11.361 0 00:06:58
C30 C66 43.883 21.33 22.553 00:24:33
C30 C67 20.214 3.997 16.217 00:12:17
C30 C68 29.812 18.688 11.124 00:18:10
C30 C69 33.852 21.33 12.522 00:19:56
C30 C70 29.456 11.455 18.001 00:16:08
C30 C71 44.205 21.33 22.875 00:24:39
C30 C72 32.516 13.29 19.226 00:20:06
C30 C73 24.839 13.441 11.398 00:15:09
C30 C74 13.501 9.112 4.389 00:08:15
C30 C75 7.114 7.114 0 00:04:35
C30 C76 28.625 21.33 7.295 00:17:23
C30 C77 19.645 13.52 6.125 00:11:55
C30 C78 33.1 21.33 11.77 00:20:39
C30 C79 39.861 18.688 21.173 00:23:16
C30 C80 23.236 18.693 4.543 00:14:35
C30 C81 22.542 9.112 13.43 00:13:49
C30 C82 18.903 18.191 0.712 00:12:03
C30 C83 27.312 9.112 18.2 00:16:46
C30 C84 20.606 20.606 0 00:12:35
C30 C85 29.085 25.205 3.88 00:17:40
C30 C86 24.845 9.91 14.935 00:13:54
C30 C87 9.51 9.51 0 00:05:55
C30 C88 26.62 13.441 13.179 00:16:57
C30 C89 30.773 18.688 12.085 00:21:00
C30 C90 13.256 13.256 0 00:08:24
C30 C91 33.897 13.29 20.607 00:20:32
C30 C92 25.054 9.112 15.942 00:15:00
C30 C93 5.422 5.422 0 00:03:23
C30 C94 18.862 13.52 5.342 00:12:04
C30 C95 45.278 21.33 23.948 00:25:02
C30 C96 15.491 15.491 0 00:09:30
C30 C97 11.14 11.14 0 00:08:21
C30 C98 35.073 21.33 13.743 00:21:15
C30 C99 33.186 9.112 24.074 00:20:44
C30 C100 10.598 10.598 0 00:06:35
C30 C101 10.04 10.04 0 00:06:24
C30 C102 33.942 13.29 20.652 00:20:41
C30 C103 14.16 3.997 10.163 00:08:49
C30 C104 14.175 14.175 0 00:09:15
C30 C105 37.017 18.688 18.329 00:21:02
C30 C106 6.148 6.148 0 00:04:00
C30 C107 6.189 6.189 0 00:03:52
C30 C108 17.44 17.44 0 00:10:41
C30 C109 21.727 18.59 3.137 00:13:52
C30 C110 12.499 10.466 2.033 00:07:39
C30 C111 21.614 13.433 8.181 00:13:22
C30 C112 12.736 12.736 0 00:08:13
C30 C113 12.736 12.736 0 00:08:13
C30 C114 20.027 18.379 1.648 00:12:36
C30 C115 8.796 3.145 5.651 00:05:40
C30 C116 17.943 10.271 7.672 00:10:55
C30 C117 3.133 3.133 0 00:02:03
C30 C118 27.77 21.33 6.44 00:16:53
C30 C119 7.447 3.997 3.45 00:05:21
C30 C120 9.91 3.145 6.765 00:06:05
C30 C121 37.128 9.112 28.016 00:22:48
C30 C122 26.267 18.693 7.574 00:15:43
C30 C123 30.208 18.688 11.52 00:18:38
C30 C124 19.582 13.52 6.062 00:11:53
C30 C125 15.859 9.112 6.747 00:10:02
C30 C126 26.867 18.693 8.174 00:18:27
C30 C127 23.31 13.52 9.79 00:14:24
C30 C128 28.87 13.441 15.429 00:17:28
C30 C129 26.688 22.902 3.786 00:16:14
C30 C130 19.154 3.997 15.157 00:11:49
C30 C131 46.508 21.33 25.178 00:26:28
C30 C132 30.463 18.688 11.775 00:17:26
C30 C133 32.119 21.33 10.789 00:19:55
C30 C134 30.375 18.688 11.687 00:18:31
C30 C135 7.447 3.997 3.45 00:05:21
C30 C136 38.872 25.205 13.667 00:23:48
C30 C137 23.632 16.444 7.188 00:14:27
C30 C138 4.287 4.287 0 00:02:43
C30 C139 6.989 4.091 2.898 00:04:21
C30 C140 11.545 10.97 0.575 00:07:05
C30 C141 9.99 9.99 0 00:06:09
C30 C142 44.973 21.33 23.643 00:35:42
C30 C143 26.414 9.91 16.504 00:15:00
C30 C144 16.206 10.071 6.135 00:10:35
C30 C145 13.808 13.808 0 00:08:26
C30 C146 12.121 4.091 8.03 00:07:49
C30 C147 15.966 3.145 12.821 00:11:16
C30 C148 19.199 19.199 0 00:12:17
C30 C149 29.995 21.33 8.665 00:18:52
C30 C150 14.239 10.3 3.939 00:08:56
C30 C151 9.276 9.276 0 00:06:16
C30 C152 31.707 9.91 21.797 00:18:27
C30 C153 46.931 21.33 25.601 00:26:29
C30 C154 13.082 13.082 0 00:08:04
C30 C155 8.804 8.804 0 00:05:30
C30 C156 5.079 5.079 0 00:03:12
C30 C157 8.264 8.264 0 00:05:12
C30 C158 19.098 9.112 9.986 00:11:58
C30 C159 29.435 18.688 10.747 00:18:06
C30 C160 10.048 9.473 0.575 00:06:22
C30 C161 18.139 13.52 4.619 00:11:01
C30 C162 5.91 5.91 0 00:03:41
C30 C163 38.891 21.33 17.561 00:23:07
C30 C164 26.231 21.33 4.901 00:15:57
C30 C165 35.198 18.688 16.51 00:21:54
C30 C166 9.929 9.929 0 00:06:13
C30 C167 12.996 9.91 3.086 00:08:18
C30 C168 20.288 9.971 10.317 00:12:24
C30 C169 23.041 9.91 13.131 00:13:38
C30 C170 23.241 10.3 12.941 00:16:56
C30 C171 18.335 9.971 8.364 00:11:09
C30 C172 24.616 9.112 15.504 00:17:27
C30 C173 23.412 16.444 6.968 00:14:55
C30 C174 14.002 14.002 0 00:08:37
C30 C175 9.983 9.983 0 00:06:24
C30 C176 6.532 6.532 0 00:04:06
C30 C177 4.532 4.532 0 00:03:01
C30 C178 26.96 9.91 17.05 00:15:10
C30 C179 5.173 5.173 0 00:03:16
C30 C180 41.666 21.33 20.336 00:23:07
C30 C181 39.538 21.33 18.208 00:24:04
C30 C182 26.976 21.33 5.646 00:16:24
C30 C183 15.532 10.071 5.461 00:10:20
C30 C184 40.559 21.33 19.229 00:24:52
C30 C185 30.588 18.688 11.9 00:18:25
C30 C186 27.147 18.688 8.459 00:21:21
C30 C187 35.987 21.33 14.657 00:21:29
C30 C188 30.423 9.112 21.311 00:18:56
C30 C189 17.653 3.997 13.656 00:11:12
C30 C190 12.015 12.015 0 00:08:20
C30 C191 9.747 9.747 0 00:06:30
C30 C192 10.744 10.744 0 00:06:45
C31 D0 13.781 0 13.781 00:08:58
C31 C1 29.787 18.983 10.804 00:18:47
C31 C2 14.614 3.296 11.318 00:09:18
C31 C3 26.632 8.064 18.568 00:15:41
C31 C4 22.121 5.771 16.35 00:13:03
C31 C5 25.506 14.702 10.804 00:16:04
C31 C6 22.691 11.887 10.804 00:14:14
C31 C7 15.987 5.951 10.036 00:10:13
C31 C8 16.992 2.513 14.479 00:10:54
C31 C9 14.011 0 14.011 00:09:51
C31 C10 28.411 17.607 10.804 00:17:46
C31 C11 22.308 0 22.308 00:13:54
C31 C12 32.231 21.427 10.804 00:20:07
C31 C13 22.681 0 22.681 00:15:01
C31 C14 34.181 9.087 25.094 00:19:01
C31 C15 26.503 2.513 23.99 00:15:16
C31 C16 16.085 0 16.085 00:10:29
C31 C17 13.221 0 13.221 00:08:38
C31 C18 18.283 7.479 10.804 00:11:35
C31 C19 38.413 9.087 29.326 00:20:40
C31 C20 15.023 0 15.023 00:09:31
C31 C21 8.754 0 8.754 00:06:07
C31 C22 25.218 0 25.218 00:15:44
C31 C23 21.384 0 21.384 00:13:20
C31 C24 53.159 9.087 44.072 00:26:57
C31 C25 18.494 6.225 12.269 00:11:43
C31 C26 45.416 11.057 34.359 00:24:28
C31 C27 28.385 17.581 10.804 00:17:50
C31 C28 23.002 0 23.002 00:16:54
C31 C29 31.186 2.513 28.673 00:18:00
C31 C30 31.572 20.768 10.804 00:19:42
C31 C31 0 0 0 00:00:00
C31 C32 35.3 22.871 12.429 00:22:01
C31 C33 25.275 0 25.275 00:16:32
C31 C34 44.607 11.057 33.55 00:24:41
C31 C35 28.358 3.695 24.663 00:18:07
C31 C36 21.761 5.411 16.35 00:12:33
C31 C37 28.946 0 28.946 00:17:58
C31 C38 32.775 14.1 18.675 00:20:29
C31 C39 17.242 0.878 16.364 00:10:26
C31 C40 8.734 0 8.734 00:05:57
C31 C41 22.109 2.513 19.596 00:13:03
C31 C42 17.566 0 17.566 00:12:04
C31 C43 40.453 14.1 26.353 00:25:14
C31 C44 13.696 0 13.696 00:09:12
C31 C45 36.275 7.777 28.498 00:21:01
C31 C46 15.094 4.29 10.804 00:09:49
C31 C47 14.741 0 14.741 00:09:50
C31 C48 23.821 13.017 10.804 00:15:02
C31 C49 48.781 9.087 39.694 00:25:15
C31 C50 15.135 0 15.135 00:10:47
C31 C51 23.199 12.395 10.804 00:14:34
C31 C52 13.917 0 13.917 00:08:59
C31 C53 27.048 16.244 10.804 00:16:51
C31 C54 18.879 3.695 15.184 00:12:21
C31 C55 27.425 16.621 10.804 00:17:04
C31 C56 44.546 11.057 33.489 00:23:56
C31 C57 40.011 6.447 33.564 00:23:19
C31 C58 33.671 22.867 10.804 00:20:55
C31 C59 14.278 0 14.278 00:09:16
C31 C60 43.886 11.057 32.829 00:23:34
C31 C61 18.599 2.513 16.086 00:11:17
C31 C62 18.289 2.513 15.776 00:11:26
C31 C63 35.432 7.777 27.655 00:20:22
C31 C64 6.218 0 6.218 00:04:14
C31 C65 22.252 11.448 10.804 00:13:58
C31 C66 21.157 0 21.157 00:13:12
C31 C67 39.322 9.087 30.235 00:21:35
C31 C68 17.726 0 17.726 00:11:23
C31 C69 8.929 0 8.929 00:05:41
C31 C70 32.767 0 32.767 00:20:16
C31 C71 20.259 0 20.259 00:12:40
C31 C72 15.627 0 15.627 00:10:16
C31 C73 25.598 0 25.598 00:16:04
C31 C74 26.507 3.695 22.812 00:16:45
C31 C75 29.743 18.939 10.804 00:18:39
C31 C76 3.559 0 3.559 00:02:45
C31 C77 21.578 2.513 19.065 00:12:58
C31 C78 2.112 0 2.112 00:02:21
C31 C79 16.617 0 16.617 00:11:32
C31 C80 14.01 0 14.01 00:09:12
C31 C81 25.062 2.513 22.549 00:14:29
C31 C82 16.197 0 16.197 00:10:46
C31 C83 24.815 2.513 22.302 00:15:09
C31 C84 11.983 1.179 10.804 00:07:48
C31 C85 7.109 0 7.109 00:04:46
C31 C86 43.076 11.057 32.019 00:23:03
C31 C87 34.024 23.22 10.804 00:21:07
C31 C88 25.726 0 25.726 00:16:52
C31 C89 12.873 0 12.873 00:10:51
C31 C90 19.482 8.678 10.804 00:12:50
C31 C91 16.806 0 16.806 00:10:35
C31 C92 24.921 2.513 22.408 00:14:04
C31 C93 27.753 16.949 10.804 00:17:16
C31 C94 19.856 2.513 17.343 00:12:33
C31 C95 22.419 0 22.419 00:14:05
C31 C96 17.181 6.377 10.804 00:10:55
C31 C97 35.802 24.998 10.804 00:23:38
C31 C98 3.899 0 3.899 00:02:49
C31 C99 21.422 0 21.422 00:14:02
C31 C100 21.388 10.584 10.804 00:13:27
C31 C101 31.394 20.59 10.804 00:19:45
C31 C102 16.851 0 16.851 00:10:44
C31 C103 39.557 9.087 30.47 00:21:11
C31 C104 18.946 8.142 10.804 00:12:31
C31 C105 18.165 0 18.165 00:11:53
C31 C106 33.632 22.828 10.804 00:20:58
C31 C107 26.838 16.034 10.804 00:16:43
C31 C108 15.295 4.491 10.804 00:09:47
C31 C109 15.352 0 15.352 00:10:27
C31 C110 30.2 10.796 19.404 00:16:35
C31 C111 19.156 0 19.156 00:12:04
C31 C112 20.035 9.231 10.804 00:12:47
C31 C113 20.035 9.231 10.804 00:12:47
C31 C114 15.559 4.755 10.804 00:10:17
C31 C115 37.644 22.29 15.354 00:23:28
C31 C116 28.798 6.447 22.351 00:16:23
C31 C117 31.837 21.033 10.804 00:19:44
C31 C118 4.434 0 4.434 00:03:16
C31 C119 33.193 12.639 20.554 00:18:43
C31 C120 42.007 9.087 32.92 00:21:43
C31 C121 22.856 0 22.856 00:14:13
C31 C122 8.988 0 8.988 00:05:54
C31 C123 18.16 0 18.16 00:11:51
C31 C124 19.966 2.513 17.453 00:12:00
C31 C125 30.254 2.513 27.741 00:17:51
C31 C126 9.72 0 9.72 00:08:44
C31 C127 19.382 2.513 16.869 00:11:39
C31 C128 27.976 0 27.976 00:17:24
C31 C129 6.302 0 6.302 00:04:26
C31 C130 44.551 9.087 35.464 00:24:11
C31 C131 16.821 0 16.821 00:10:52
C31 C132 23.275 0 23.275 00:14:04
C31 C133 1.9 0 1.9 00:02:08
C31 C134 14.47 0 14.47 00:09:33
C31 C135 33.193 12.639 20.554 00:18:43
C31 C136 8.312 0 8.312 00:05:45
C31 C137 11.34 0 11.34 00:07:19
C31 C138 32.875 22.071 10.804 00:20:20
C31 C139 35.693 21.991 13.702 00:22:02
C31 C140 22.363 10.094 12.269 00:14:02
C31 C141 23.254 11.813 11.441 00:14:34
C31 C142 16.586 0 16.586 00:19:46
C31 C143 44.645 11.057 33.588 00:24:09
C31 C144 38.159 3.695 34.464 00:24:15
C31 C145 20.082 8.641 11.441 00:12:40
C31 C146 41.305 9.087 32.218 00:22:02
C31 C147 44.206 14.1 30.106 00:27:09
C31 C148 13.758 2.954 10.804 00:09:29
C31 C149 2.17 0 2.17 00:02:36
C31 C150 33.21 14.1 19.11 00:20:33
C31 C151 23.437 12.633 10.804 00:15:13
C31 C152 49.938 11.057 38.881 00:27:37
C31 C153 24.894 0 24.894 00:15:39
C31 C154 20.13 9.326 10.804 00:12:41
C31 C155 30.123 19.319 10.804 00:18:49
C31 C156 33.063 22.259 10.804 00:20:27
C31 C157 24.555 13.751 10.804 00:15:30
C31 C158 24.298 2.513 21.785 00:14:44
C31 C159 14.351 0 14.351 00:09:37
C31 C160 23.401 11.132 12.269 00:14:44
C31 C161 23.396 2.513 20.883 00:14:04
C31 C162 30.386 19.582 10.804 00:18:51
C31 C163 15.751 0 15.751 00:10:18
C31 C164 6.982 0 6.982 00:04:48
C31 C165 21.084 0 21.084 00:13:38
C31 C166 23.166 12.362 10.804 00:14:34
C31 C167 31.227 11.057 20.17 00:17:28
C31 C168 34.764 6.447 28.317 00:20:10
C31 C169 41.272 11.057 30.215 00:22:47
C31 C170 30.041 2.513 27.528 00:20:02
C31 C171 32.692 6.447 26.245 00:18:56
C31 C172 24.355 2.513 21.842 00:16:27
C31 C173 11.458 0 11.458 00:07:46
C31 C174 18.708 7.904 10.804 00:11:50
C31 C175 23.045 12.241 10.804 00:14:40
C31 C176 26.811 16.007 10.804 00:16:45
C31 C177 33.236 22.432 10.804 00:20:42
C31 C178 45.191 11.057 34.134 00:24:20
